epoch,errors,train_accuracy,val_accuracy
1,22,0.9748743718592965,0.9764705882352941
2,15,0.9849246231155779,0.9882352941176471
3,10,0.9698492462311558,0.9882352941176471
4,12,0.9522613065326633,0.9764705882352941
5,10,0.964824120603015,0.9529411764705882
